Nr,Model_Name,lid_pos,cam_pos,ra_pos,lid_dim,cam_dim,ra_dim,lid_yaw,cam_yaw,ra_yaw,lid_vel,cam_vel,ra_vel,lid_drop,cam_drop,ra_drop,lid_clas,cam_clas,ra_clas,lid_at,cam_at,ra_at,FP,NDS,,,,,,,,,,,,,,,,,,,,,,
45,M_GT,0,0.733333333,0.633333333,0,1.4,0,0,0,3.8,20,32,0,0,5,2.333333333,1.8,0,0.6,1.8,1.8,0.6,8,0.404264093,,,,,,,,,,,,,,,,,,,,,,
46,M_GT,0,0,1.266666667,1.133333333,0.7,1.7,0,5.5,3.8,20,0,51.33333333,5.333333333,0,2.333333333,1.8,1.2,0,1.8,0.6,1.2,0,0.250459139,,,,,,,,,,,,,,,,,,,,,,
47,M_GT,2,2.2,1.9,2.266666667,2.1,1.7,2.533333333,5.5,0,6.666666667,32,51.33333333,8,0,0,1.8,0,1.2,1.8,0,0.6,0,0.147446549,,,,,,,,,,,,,,,,,,,,,,
48,M_GT,1,2.2,0.633333333,3.4,2.1,1.7,5.066666667,3.666666667,3.8,0,0,0,5.333333333,0,0,0,0.6,0.6,1.2,0,0.6,5.333333333,0.220641972,,,,,,,,,,,,,,,,,,,,,,
49,M_GT,0,0,0.633333333,2.266666667,0,0,0,5.5,0,0,10.66666667,25.66666667,8,5,0,1.8,0,1.2,0,1.2,1.2,8,0.398067207,,,,,,,,,,,,,,,,,,,,,,
50,M_GT,3,0,1.9,0,2.1,1.133333333,7.6,0,3.8,20,10.66666667,0,2.666666667,3.333333333,2.333333333,0,0.6,0.6,1.8,1.8,0,8,0.188757017,,,,,,,,,,,,,,,,,,,,,,
51,M_GT,0,0,1.9,3.4,0,0.566666667,0,1.833333333,2.533333333,13.33333333,10.66666667,77,5.333333333,1.666666667,0,0.6,0.6,1.2,0,1.8,1.8,5.333333333,0.288054672,,,,,,,,,,,,,,,,,,,,,,
52,M_GT,3,0.733333333,1.9,1.133333333,0,0,5.066666667,1.833333333,0,20,10.66666667,51.33333333,8,1.666666667,0,0,0,1.8,0,1.8,1.8,0,0.191189496,,,,,,,,,,,,,,,,,,,,,,
53,M_GT,2,0,1.266666667,0,1.4,0.566666667,2.533333333,3.666666667,0,20,21.33333333,0,5.333333333,5,2.333333333,1.8,1.8,0.6,0,0.6,1.2,8,0.240910546,,,,,,,,,,,,,,,,,,,,,,
54,M_GT,0,0,1.9,0,2.1,1.133333333,2.533333333,1.833333333,0,6.666666667,21.33333333,77,5.333333333,0,0,0.6,1.8,0,1.2,1.2,0,0,0.370030662,,,,,,,,,,,,,,,,,,,,,,
55,M_GT,1,2.2,1.266666667,1.133333333,2.1,1.133333333,0,0,0,6.666666667,32,25.66666667,0,5,0,0,0.6,1.2,1.8,0.6,0.6,8,0.441607965,,,,,,,,,,,,,,,,,,,,,,
56,M_GT,1,0,0,0,0,1.7,0,5.5,3.8,6.666666667,21.33333333,77,0,0,0,1.8,0,1.8,1.2,0.6,1.8,8,0.348309767,,,,,,,,,,,,,,,,,,,,,,
57,M_GT,3,1.466666667,1.9,0,0,1.133333333,2.533333333,5.5,3.8,0,32,0,2.666666667,5,7,1.8,1.8,1.8,0,0,0,2.666666667,0.15983571,,,,,,,,,,,,,,,,,,,,,,
58,M_GT,2,0,0.633333333,1.133333333,0,0,2.533333333,1.833333333,1.266666667,6.666666667,32,77,8,5,7,0,0,0,1.8,1.8,0.6,5.333333333,0.158441997,,,,,,,,,,,,,,,,,,,,,,
59,M_GT,0,0.733333333,0,1.133333333,0,1.7,2.533333333,1.833333333,3.8,13.33333333,32,77,0,1.666666667,7,1.8,0.6,1.2,0,1.8,0,8,0.372947539,,,,,,,,,,,,,,,,,,,,,,
60,M_GT,0,2.2,0,3.4,0,1.133333333,7.6,3.666666667,1.266666667,20,0,25.66666667,8,5,7,1.8,0.6,1.8,0.6,0,1.8,5.333333333,0.148810995,,,,,,,,,,,,,,,,,,,,,,
61,M_GT,1,0,1.266666667,0,2.1,0,2.533333333,0,0,6.666666667,32,77,8,3.333333333,7,1.2,1.8,1.2,0,0,0,5.333333333,0.291860641,,,,,,,,,,,,,,,,,,,,,,
62,M_GT,0,0.733333333,0,2.266666667,0,0.566666667,7.6,0,1.266666667,6.666666667,32,25.66666667,5.333333333,0,0,1.2,0,1.8,1.8,0,1.2,0,0.204181077,,,,,,,,,,,,,,,,,,,,,,
63,M_GT,3,2.2,0,3.4,1.4,0,2.533333333,5.5,0,0,0,0,8,5,0,1.2,1.8,1.8,1.8,1.8,1.8,5.333333333,0.303326898,,,,,,,,,,,,,,,,,,,,,,
64,M_GT,3,1.466666667,1.266666667,1.133333333,0,1.7,7.6,0,2.533333333,13.33333333,10.66666667,77,8,5,7,0.6,0.6,1.8,0.6,1.2,1.8,8,0.109153659,,,,,,,,,,,,,,,,,,,,,,
65,M_GT,1,1.466666667,1.9,3.4,2.1,0,0,0,3.8,20,10.66666667,77,5.333333333,1.666666667,7,0.6,1.8,1.8,0.6,1.8,0.6,5.333333333,0.223134214,,,,,,,,,,,,,,,,,,,,,,
66,M_GT,1,1.466666667,0,2.266666667,0.7,0,0,0,0,13.33333333,0,0,8,5,4.666666667,1.2,1.8,0,0,1.2,1.2,2.666666667,0.349012065,,,,,,,,,,,,,,,,,,,,,,
67,M_GT,3,0.733333333,1.9,3.4,0.7,0,7.6,3.666666667,0,20,32,51.33333333,2.666666667,0,4.666666667,1.2,1.2,0.6,1.2,1.2,1.8,2.666666667,0.141351433,,,,,,,,,,,,,,,,,,,,,,
68,M_GT,3,0,0,3.4,1.4,0,7.6,3.666666667,0,0,10.66666667,0,0,1.666666667,7,0.6,0.6,0,0.6,1.8,0.6,8,0.304729606,,,,,,,,,,,,,,,,,,,,,,
69,M_GT,0,0,1.9,3.4,0,1.7,5.066666667,5.5,0,6.666666667,0,51.33333333,0,0,2.333333333,1.8,1.8,1.8,0,1.8,0,5.333333333,0.286090161,,,,,,,,,,,,,,,,,,,,,,
70,M_GT,1,0,0,0,0,0,7.6,5.5,0,0,32,25.66666667,2.666666667,0,0,1.8,1.2,1.2,1.2,0.6,1.8,5.333333333,0.42187438,,,,,,,,,,,,,,,,,,,,,,
71,M_GT,2,0.733333333,0,0,0,0,7.6,0,1.266666667,0,10.66666667,0,0,0,4.666666667,0,0.6,1.8,0,0,1.8,2.666666667,0.400512334,,,,,,,,,,,,,,,,,,,,,,
72,M_GT,0,0,0,2.266666667,1.4,1.133333333,0,1.833333333,3.8,0,21.33333333,77,2.666666667,5,7,0,1.8,0,1.8,0,0,8,0.417353505,,,,,,,,,,,,,,,,,,,,,,
73,M_GT,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.168621691,,,,,,,,,,,,,,,,,,,,,,
1,M_C_DO,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.17596349,,,,,,,,,,,,,,,,,,,,,,
2,M_C_DO,3,0.733333333,0,0,0.7,0,2.533333333,0,2.533333333,20,32,77,8,1.666666667,0,0,0,0,0,0.6,0.6,2.666666667,0.148386144,,,,,,,,,,,,,,,,,,,,,,
3,M_C_DO,3,0,1.266666667,3.4,0.7,1.7,0,0,1.266666667,13.33333333,0,25.66666667,0,0,0,1.2,0.6,1.8,1.8,1.8,1.2,8,0.194956441,,,,,,,,,,,,,,,,,,,,,,
4,M_C_DO,3,0,0,2.266666667,0.7,0.566666667,7.6,0,3.8,0,32,0,0,1.666666667,4.666666667,1.2,1.8,1.8,1.8,1.2,1.8,5.333333333,0.174435073,,,,,,,,,,,,,,,,,,,,,,
5,M_C_DO,0,1.466666667,1.266666667,3.4,2.1,0,5.066666667,5.5,3.8,20,32,0,0,3.333333333,7,1.8,1.8,0,1.2,0,1.8,0,0.315288644,,,,,,,,,,,,,,,,,,,,,,
6,M_C_DO,1,2.2,1.266666667,3.4,1.4,0.566666667,0,0,0,0,32,51.33333333,8,1.666666667,4.666666667,0,0,0.6,1.2,1.8,1.8,8,0.225926018,,,,,,,,,,,,,,,,,,,,,,
7,M_C_DO,0,1.466666667,1.9,1.133333333,0,1.133333333,7.6,3.666666667,0,0,0,77,8,3.333333333,0,1.8,0,0,0.6,0.6,1.8,8,0.252319882,,,,,,,,,,,,,,,,,,,,,,
8,M_C_DO,2,1.466666667,0,0,1.4,1.7,0,5.5,0,0,10.66666667,0,0,5,7,1.2,0,1.8,1.2,0,1.2,0,0.347467655,,,,,,,,,,,,,,,,,,,,,,
9,M_C_DO,1,2.2,0.633333333,0,1.4,0,0,5.5,2.533333333,13.33333333,0,25.66666667,2.666666667,0,7,0,1.8,0,1.8,0,0,5.333333333,0.312643994,,,,,,,,,,,,,,,,,,,,,,
10,M_C_DO,2,2.2,0,0,0.7,1.7,5.066666667,1.833333333,1.266666667,6.666666667,0,51.33333333,0,1.666666667,2.333333333,1.2,0,1.8,0,0,1.8,0,0.235009698,,,,,,,,,,,,,,,,,,,,,,
11,M_C_DO,3,1.466666667,0.633333333,0,2.1,0.566666667,7.6,1.833333333,1.266666667,20,0,0,0,5,7,0,1.8,0,1.8,1.8,1.2,8,0.182417081,,,,,,,,,,,,,,,,,,,,,,
12,M_C_DO,1,0,0,2.266666667,2.1,1.7,5.066666667,3.666666667,1.266666667,13.33333333,0,51.33333333,8,3.333333333,7,0.6,1.8,1.8,1.8,1.8,1.8,2.666666667,0.138276842,,,,,,,,,,,,,,,,,,,,,,
13,M_C_DO,0,2.2,1.9,3.4,0,0,5.066666667,5.5,3.8,6.666666667,21.33333333,25.66666667,8,0,0,0,1.2,0,0.6,1.8,0.6,8,0.17874748,,,,,,,,,,,,,,,,,,,,,,
14,M_C_DO,3,1.466666667,1.9,3.4,2.1,1.7,5.066666667,5.5,1.266666667,13.33333333,0,25.66666667,0,3.333333333,0,0,1.2,0.6,0,0,0,0,0.147463942,,,,,,,,,,,,,,,,,,,,,,
15,M_C_DO,0,0,1.9,3.4,2.1,1.7,7.6,1.833333333,0,20,32,0,5.333333333,0,4.666666667,0,1.2,1.2,1.8,0,0,8,0.195658237,,,,,,,,,,,,,,,,,,,,,,
16,M_C_DO,3,0,1.9,0,0.7,0.566666667,0,5.5,2.533333333,0,21.33333333,0,8,0,7,1.8,0,0.6,1.8,1.2,1.8,2.666666667,0.176908769,,,,,,,,,,,,,,,,,,,,,,
17,M_C_DO,3,0.733333333,1.9,2.266666667,0,1.7,2.533333333,5.5,0,0,32,0,0,5,2.333333333,1.8,1.8,1.2,0.6,1.8,1.8,8,0.214875912,,,,,,,,,,,,,,,,,,,,,,
18,M_C_DO,2,0,0,1.133333333,2.1,0.566666667,5.066666667,0,3.8,0,32,51.33333333,8,0,0,1.2,0,0,0.6,0,0,2.666666667,0.157555164,,,,,,,,,,,,,,,,,,,,,,
19,M_C_DO,0,1.466666667,1.9,2.266666667,0,0.566666667,2.533333333,0,3.8,20,21.33333333,77,0,0,4.666666667,0.6,1.2,0,0,0,0,8,0.458194703,,,,,,,,,,,,,,,,,,,,,,
20,M_C_DO,0,0.733333333,1.9,1.133333333,0,1.7,0,5.5,0,20,10.66666667,0,2.666666667,0,0,1.2,1.8,0,0,0,0,0,0.383828054,,,,,,,,,,,,,,,,,,,,,,
21,M_C_DO,2,2.2,0,0,0,1.133333333,0,0,2.533333333,0,0,0,0,5,4.666666667,0.6,1.2,1.8,0.6,1.8,1.2,8,0.338434186,,,,,,,,,,,,,,,,,,,,,,
22,M_C_DO,3,2.2,0.633333333,3.4,2.1,1.133333333,7.6,3.666666667,2.533333333,20,21.33333333,51.33333333,8,5,7,1.8,0,0,0,1.8,0,0,0.057870856,,,,,,,,,,,,,,,,,,,,,,
23,M_C_DO,3,0,1.9,3.4,2.1,1.7,0,3.666666667,0,0,0,51.33333333,8,0,2.333333333,0,1.8,0,1.8,1.2,1.8,0,0.173145159,,,,,,,,,,,,,,,,,,,,,,
24,M_C_DO,3,2.2,1.266666667,2.266666667,0.7,0,7.6,3.666666667,3.8,0,0,77,8,3.333333333,0,0,0,1.8,0,1.2,0.6,8,0.12256867,,,,,,,,,,,,,,,,,,,,,,
25,M_C_DO,3,2.2,0,1.133333333,0.7,0,7.6,5.5,1.266666667,20,32,77,0,3.333333333,7,0,1.8,1.2,1.2,0,1.8,8,0.177796894,,,,,,,,,,,,,,,,,,,,,,
26,M_C_DO,3,0,1.9,0,2.1,1.7,7.6,1.833333333,3.8,0,32,51.33333333,5.333333333,5,7,1.8,0,0.6,0,0,0,8,0.15067329,,,,,,,,,,,,,,,,,,,,,,
27,M_C_DO,0,2.2,0,3.4,0,1.133333333,5.066666667,5.5,0,13.33333333,32,77,8,0,7,0,0,1.8,1.8,0.6,1.2,5.333333333,0.171678673,,,,,,,,,,,,,,,,,,,,,,
28,M_C_DO,3,2.2,1.9,0,2.1,1.7,0,3.666666667,2.533333333,20,32,77,2.666666667,3.333333333,4.666666667,0,1.8,0,0.6,1.8,0.6,0,0.215573612,,,,,,,,,,,,,,,,,,,,,,
29,M_C_DO,3,2.2,0.633333333,0,1.4,1.7,7.6,1.833333333,3.8,20,0,0,8,0,0,1.8,0.6,1.8,0,1.8,1.8,2.666666667,0.104470565,,,,,,,,,,,,,,,,,,,,,,
30,M_C_DO,2,0.733333333,0.633333333,3.4,0.7,1.133333333,0,0,2.533333333,13.33333333,21.33333333,25.66666667,2.666666667,3.333333333,2.333333333,0.6,0,1.8,0.6,1.2,1.8,2.666666667,0.196201348,,,,,,,,,,,,,,,,,,,,,,
31,M_C_DO,1,0.733333333,0,1.133333333,1.4,0.566666667,5.066666667,5.5,1.266666667,20,0,77,5.333333333,5,7,0,1.8,1.2,1.2,0.6,0,0,0.196879073,,,,,,,,,,,,,,,,,,,,,,
32,M_C_DO,1,0,1.266666667,3.4,1.4,0.566666667,7.6,0,2.533333333,0,32,0,0,5,7,0,1.2,1.8,1.8,0.6,0.6,0,0.2928013,,,,,,,,,,,,,,,,,,,,,,
33,M_C_DO,0,2.2,0,1.133333333,2.1,1.133333333,7.6,0,3.8,6.666666667,0,77,2.666666667,1.666666667,0,1.8,0,0.6,0,1.8,0,0,0.286675586,,,,,,,,,,,,,,,,,,,,,,
34,M_C_DO,3,2.2,1.9,3.4,2.1,1.7,5.066666667,0,3.8,20,21.33333333,0,2.666666667,5,0,0.6,0,0,1.2,1.2,0,0,0.102512463,,,,,,,,,,,,,,,,,,,,,,
35,M_C_DO,2,2.2,1.266666667,3.4,2.1,1.7,0,0,3.8,13.33333333,0,77,5.333333333,0,7,1.8,1.2,0,0,0,1.8,0,0.163942261,,,,,,,,,,,,,,,,,,,,,,
36,M_C_DO,0,0,1.9,0,2.1,0,0,5.5,2.533333333,13.33333333,21.33333333,77,5.333333333,3.333333333,4.666666667,0.6,0.6,0,0,0,1.8,0,0.338627188,,,,,,,,,,,,,,,,,,,,,,
37,M_C_DO,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.17596349,,,,,,,,,,,,,,,,,,,,,,
38,M_C_DO,2,0.733333333,0,0,0.7,1.7,7.6,0,3.8,0,21.33333333,25.66666667,0,5,0,0,1.8,0.6,1.8,1.8,0,0,0.262664528,,,,,,,,,,,,,,,,,,,,,,
39,M_C_DO,0,2.2,0.633333333,0,0,0,0,5.5,0,20,0,77,2.666666667,3.333333333,7,1.8,1.8,0.6,0.6,0.6,0,0,0.372336923,,,,,,,,,,,,,,,,,,,,,,
40,M_C_DO,0,2.2,1.266666667,3.4,0,0,2.533333333,3.666666667,3.8,20,10.66666667,0,0,5,4.666666667,0,0,0,0,1.8,0,0,0.424543057,,,,,,,,,,,,,,,,,,,,,,
41,M_C_DO,0,2.2,1.9,2.266666667,2.1,0.566666667,0,1.833333333,2.533333333,0,0,0,8,1.666666667,2.333333333,1.8,1.8,1.2,1.8,0.6,0,8,0.289445024,,,,,,,,,,,,,,,,,,,,,,
42,M_C_DO,0,1.466666667,0,2.266666667,1.4,1.7,7.6,5.5,1.266666667,20,32,25.66666667,0,1.666666667,2.333333333,0.6,1.2,1.8,1.8,1.2,1.2,2.666666667,0.395062979,,,,,,,,,,,,,,,,,,,,,,
43,M_C_DO,2,1.466666667,0.633333333,3.4,2.1,0,7.6,5.5,0,6.666666667,10.66666667,77,8,5,2.333333333,1.8,1.2,1.8,1.8,0,0,0,0.076888071,,,,,,,,,,,,,,,,,,,,,,
44,M_C_DO,3,2.2,0.633333333,0,0,0,7.6,0,3.8,0,0,77,0,0,4.666666667,1.2,0,0,1.2,0,1.2,2.666666667,0.221610659,,,,,,,,,,,,,,,,,,,,,,
45,M_C_DO,0,0.733333333,0.633333333,0,1.4,0,0,0,3.8,20,32,0,0,5,2.333333333,1.8,0,0.6,1.8,1.8,0.6,8,0.504097602,,,,,,,,,,,,,,,,,,,,,,
46,M_C_DO,0,0,1.266666667,1.133333333,0.7,1.7,0,5.5,3.8,20,0,51.33333333,5.333333333,0,2.333333333,1.8,1.2,0,1.8,0.6,1.2,0,0.310028498,,,,,,,,,,,,,,,,,,,,,,
47,M_C_DO,2,2.2,1.9,2.266666667,2.1,1.7,2.533333333,5.5,0,6.666666667,32,51.33333333,8,0,0,1.8,0,1.2,1.8,0,0.6,0,0.126471342,,,,,,,,,,,,,,,,,,,,,,
48,M_C_DO,1,2.2,0.633333333,3.4,2.1,1.7,5.066666667,3.666666667,3.8,0,0,0,5.333333333,0,0,0,0.6,0.6,1.2,0,0.6,5.333333333,0.174470102,,,,,,,,,,,,,,,,,,,,,,
49,M_C_DO,0,0,0.633333333,2.266666667,0,0,0,5.5,0,0,10.66666667,25.66666667,8,5,0,1.8,0,1.2,0,1.2,1.2,8,0.288391584,,,,,,,,,,,,,,,,,,,,,,
50,M_C_DO,3,0,1.9,0,2.1,1.133333333,7.6,0,3.8,20,10.66666667,0,2.666666667,3.333333333,2.333333333,0,0.6,0.6,1.8,1.8,0,8,0.145009021,,,,,,,,,,,,,,,,,,,,,,
51,M_C_DO,0,0,1.9,3.4,0,0.566666667,0,1.833333333,2.533333333,13.33333333,10.66666667,77,5.333333333,1.666666667,0,0.6,0.6,1.2,0,1.8,1.8,5.333333333,0.274457108,,,,,,,,,,,,,,,,,,,,,,
52,M_C_DO,3,0.733333333,1.9,1.133333333,0,0,5.066666667,1.833333333,0,20,10.66666667,51.33333333,8,1.666666667,0,0,0,1.8,0,1.8,1.8,0,0.112259094,,,,,,,,,,,,,,,,,,,,,,
53,M_C_DO,2,0,1.266666667,0,1.4,0.566666667,2.533333333,3.666666667,0,20,21.33333333,0,5.333333333,5,2.333333333,1.8,1.8,0.6,0,0.6,1.2,8,0.172933562,,,,,,,,,,,,,,,,,,,,,,
54,M_C_DO,0,0,1.9,0,2.1,1.133333333,2.533333333,1.833333333,0,6.666666667,21.33333333,77,5.333333333,0,0,0.6,1.8,0,1.2,1.2,0,0,0.305027643,,,,,,,,,,,,,,,,,,,,,,
55,M_C_DO,1,2.2,1.266666667,1.133333333,2.1,1.133333333,0,0,0,6.666666667,32,25.66666667,0,5,0,0,0.6,1.2,1.8,0.6,0.6,8,0.392300355,,,,,,,,,,,,,,,,,,,,,,
56,M_C_DO,1,0,0,0,0,1.7,0,5.5,3.8,6.666666667,21.33333333,77,0,0,0,1.8,0,1.8,1.2,0.6,1.8,8,0.381427566,,,,,,,,,,,,,,,,,,,,,,
57,M_C_DO,3,1.466666667,1.9,0,0,1.133333333,2.533333333,5.5,3.8,0,32,0,2.666666667,5,7,1.8,1.8,1.8,0,0,0,2.666666667,0.203213388,,,,,,,,,,,,,,,,,,,,,,
58,M_C_DO,2,0,0.633333333,1.133333333,0,0,2.533333333,1.833333333,1.266666667,6.666666667,32,77,8,5,7,0,0,0,1.8,1.8,0.6,5.333333333,0.153542222,,,,,,,,,,,,,,,,,,,,,,
59,M_C_DO,0,0.733333333,0,1.133333333,0,1.7,2.533333333,1.833333333,3.8,13.33333333,32,77,0,1.666666667,7,1.8,0.6,1.2,0,1.8,0,8,0.449263547,,,,,,,,,,,,,,,,,,,,,,
60,M_C_DO,0,2.2,0,3.4,0,1.133333333,7.6,3.666666667,1.266666667,20,0,25.66666667,8,5,7,1.8,0.6,1.8,0.6,0,1.8,5.333333333,0.157164799,,,,,,,,,,,,,,,,,,,,,,
61,M_C_DO,1,0,1.266666667,0,2.1,0,2.533333333,0,0,6.666666667,32,77,8,3.333333333,7,1.2,1.8,1.2,0,0,0,5.333333333,0.203617705,,,,,,,,,,,,,,,,,,,,,,
62,M_C_DO,0,0.733333333,0,2.266666667,0,0.566666667,7.6,0,1.266666667,6.666666667,32,25.66666667,5.333333333,0,0,1.2,0,1.8,1.8,0,1.2,0,0.218354826,,,,,,,,,,,,,,,,,,,,,,
63,M_C_DO,3,2.2,0,3.4,1.4,0,2.533333333,5.5,0,0,0,0,8,5,0,1.2,1.8,1.8,1.8,1.8,1.8,5.333333333,0.145224824,,,,,,,,,,,,,,,,,,,,,,
64,M_C_DO,3,1.466666667,1.266666667,1.133333333,0,1.7,7.6,0,2.533333333,13.33333333,10.66666667,77,8,5,7,0.6,0.6,1.8,0.6,1.2,1.8,8,0.102104485,,,,,,,,,,,,,,,,,,,,,,
65,M_C_DO,1,1.466666667,1.9,3.4,2.1,0,0,0,3.8,20,10.66666667,77,5.333333333,1.666666667,7,0.6,1.8,1.8,0.6,1.8,0.6,5.333333333,0.216588146,,,,,,,,,,,,,,,,,,,,,,
66,M_C_DO,1,1.466666667,0,2.266666667,0.7,0,0,0,0,13.33333333,0,0,8,5,4.666666667,1.2,1.8,0,0,1.2,1.2,2.666666667,0.218180192,,,,,,,,,,,,,,,,,,,,,,
67,M_C_DO,3,0.733333333,1.9,3.4,0.7,0,7.6,3.666666667,0,20,32,51.33333333,2.666666667,0,4.666666667,1.2,1.2,0.6,1.2,1.2,1.8,2.666666667,0.0964058,,,,,,,,,,,,,,,,,,,,,,
68,M_C_DO,3,0,0,3.4,1.4,0,7.6,3.666666667,0,0,10.66666667,0,0,1.666666667,7,0.6,0.6,0,0.6,1.8,0.6,8,0.173073673,,,,,,,,,,,,,,,,,,,,,,
69,M_C_DO,0,0,1.9,3.4,0,1.7,5.066666667,5.5,0,6.666666667,0,51.33333333,0,0,2.333333333,1.8,1.8,1.8,0,1.8,0,5.333333333,0.325100127,,,,,,,,,,,,,,,,,,,,,,
70,M_C_DO,1,0,0,0,0,0,7.6,5.5,0,0,32,25.66666667,2.666666667,0,0,1.8,1.2,1.2,1.2,0.6,1.8,5.333333333,0.250857982,,,,,,,,,,,,,,,,,,,,,,
71,M_C_DO,2,0.733333333,0,0,0,0,7.6,0,1.266666667,0,10.66666667,0,0,0,4.666666667,0,0.6,1.8,0,0,1.8,2.666666667,0.274235923,,,,,,,,,,,,,,,,,,,,,,
72,M_C_DO,0,0,0,2.266666667,1.4,1.133333333,0,1.833333333,3.8,0,21.33333333,77,2.666666667,5,7,0,1.8,0,1.8,0,0,8,0.399731328,,,,,,,,,,,,,,,,,,,,,,
73,M_C_DO,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.17596349,,,,,,,,,,,,,,,,,,,,,,
1,M_C_UP,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.207347309,,,,,,,,,,,,,,,,,,,,,,
2,M_C_UP,3,0.733333333,0,0,0.7,0,2.533333333,0,2.533333333,20,32,77,8,1.666666667,0,0,0,0,0,0.6,0.6,2.666666667,0.160472218,,,,,,,,,,,,,,,,,,,,,,
3,M_C_UP,3,0,1.266666667,3.4,0.7,1.7,0,0,1.266666667,13.33333333,0,25.66666667,0,0,0,1.2,0.6,1.8,1.8,1.8,1.2,8,0.239376872,,,,,,,,,,,,,,,,,,,,,,
4,M_C_UP,3,0,0,2.266666667,0.7,0.566666667,7.6,0,3.8,0,32,0,0,1.666666667,4.666666667,1.2,1.8,1.8,1.8,1.2,1.8,5.333333333,0.222878741,,,,,,,,,,,,,,,,,,,,,,
5,M_C_UP,0,1.466666667,1.266666667,3.4,2.1,0,5.066666667,5.5,3.8,20,32,0,0,3.333333333,7,1.8,1.8,0,1.2,0,1.8,0,0.379932015,,,,,,,,,,,,,,,,,,,,,,
6,M_C_UP,1,2.2,1.266666667,3.4,1.4,0.566666667,0,0,0,0,32,51.33333333,8,1.666666667,4.666666667,0,0,0.6,1.2,1.8,1.8,8,0.279760751,,,,,,,,,,,,,,,,,,,,,,
7,M_C_UP,0,1.466666667,1.9,1.133333333,0,1.133333333,7.6,3.666666667,0,0,0,77,8,3.333333333,0,1.8,0,0,0.6,0.6,1.8,8,0.307097789,,,,,,,,,,,,,,,,,,,,,,
8,M_C_UP,2,1.466666667,0,0,1.4,1.7,0,5.5,0,0,10.66666667,0,0,5,7,1.2,0,1.8,1.2,0,1.2,0,0.404582031,,,,,,,,,,,,,,,,,,,,,,
9,M_C_UP,1,2.2,0.633333333,0,1.4,0,0,5.5,2.533333333,13.33333333,0,25.66666667,2.666666667,0,7,0,1.8,0,1.8,0,0,5.333333333,0.380316061,,,,,,,,,,,,,,,,,,,,,,
10,M_C_UP,2,2.2,0,0,0.7,1.7,5.066666667,1.833333333,1.266666667,6.666666667,0,51.33333333,0,1.666666667,2.333333333,1.2,0,1.8,0,0,1.8,0,0.282829657,,,,,,,,,,,,,,,,,,,,,,
11,M_C_UP,3,1.466666667,0.633333333,0,2.1,0.566666667,7.6,1.833333333,1.266666667,20,0,0,0,5,7,0,1.8,0,1.8,1.8,1.2,8,0.213570293,,,,,,,,,,,,,,,,,,,,,,
12,M_C_UP,1,0,0,2.266666667,2.1,1.7,5.066666667,3.666666667,1.266666667,13.33333333,0,51.33333333,8,3.333333333,7,0.6,1.8,1.8,1.8,1.8,1.8,2.666666667,0.163068321,,,,,,,,,,,,,,,,,,,,,,
13,M_C_UP,0,2.2,1.9,3.4,0,0,5.066666667,5.5,3.8,6.666666667,21.33333333,25.66666667,8,0,0,0,1.2,0,0.6,1.8,0.6,8,0.215830952,,,,,,,,,,,,,,,,,,,,,,
14,M_C_UP,3,1.466666667,1.9,3.4,2.1,1.7,5.066666667,5.5,1.266666667,13.33333333,0,25.66666667,0,3.333333333,0,0,1.2,0.6,0,0,0,0,0.176304373,,,,,,,,,,,,,,,,,,,,,,
15,M_C_UP,0,0,1.9,3.4,2.1,1.7,7.6,1.833333333,0,20,32,0,5.333333333,0,4.666666667,0,1.2,1.2,1.8,0,0,8,0.240620224,,,,,,,,,,,,,,,,,,,,,,
16,M_C_UP,3,0,1.9,0,0.7,0.566666667,0,5.5,2.533333333,0,21.33333333,0,8,0,7,1.8,0,0.6,1.8,1.2,1.8,2.666666667,0.230684082,,,,,,,,,,,,,,,,,,,,,,
17,M_C_UP,3,0.733333333,1.9,2.266666667,0,1.7,2.533333333,5.5,0,0,32,0,0,5,2.333333333,1.8,1.8,1.2,0.6,1.8,1.8,8,0.26336331,,,,,,,,,,,,,,,,,,,,,,
18,M_C_UP,2,0,0,1.133333333,2.1,0.566666667,5.066666667,0,3.8,0,32,51.33333333,8,0,0,1.2,0,0,0.6,0,0,2.666666667,0.19277043,,,,,,,,,,,,,,,,,,,,,,
19,M_C_UP,0,1.466666667,1.9,2.266666667,0,0.566666667,2.533333333,0,3.8,20,21.33333333,77,0,0,4.666666667,0.6,1.2,0,0,0,0,8,0.544558989,,,,,,,,,,,,,,,,,,,,,,
