Nr,Model_Name,lid_pos,cam_pos,ra_pos,lid_dim,cam_dim,ra_dim,lid_yaw,cam_yaw,ra_yaw,lid_vel,cam_vel,ra_vel,lid_drop,cam_drop,ra_drop,lid_clas,cam_clas,ra_clas,lid_at,cam_at,ra_at,FP,NDS,,,,,,,,,,,,,,,,,,,,,,
67,M_K_DO,3,0.733333333,1.9,3.4,0.7,0,7.6,3.666666667,0,20,32,51.33333333,2.666666667,0,4.666666667,1.2,1.2,0.6,1.2,1.2,1.8,2.666666667,0.112229153,,,,,,,,,,,,,,,,,,,,,,
68,M_K_DO,3,0,0,3.4,1.4,0,7.6,3.666666667,0,0,10.66666667,0,0,1.666666667,7,0.6,0.6,0,0.6,1.8,0.6,8,0.216099213,,,,,,,,,,,,,,,,,,,,,,
69,M_K_DO,0,0,1.9,3.4,0,1.7,5.066666667,5.5,0,6.666666667,0,51.33333333,0,0,2.333333333,1.8,1.8,1.8,0,1.8,0,5.333333333,0.273517089,,,,,,,,,,,,,,,,,,,,,,
70,M_K_DO,1,0,0,0,0,0,7.6,5.5,0,0,32,25.66666667,2.666666667,0,0,1.8,1.2,1.2,1.2,0.6,1.8,5.333333333,0.233638238,,,,,,,,,,,,,,,,,,,,,,
71,M_K_DO,2,0.733333333,0,0,0,0,7.6,0,1.266666667,0,10.66666667,0,0,0,4.666666667,0,0.6,1.8,0,0,1.8,2.666666667,0.363801326,,,,,,,,,,,,,,,,,,,,,,
72,M_K_DO,0,0,0,2.266666667,1.4,1.133333333,0,1.833333333,3.8,0,21.33333333,77,2.666666667,5,7,0,1.8,0,1.8,0,0,8,0.514357247,,,,,,,,,,,,,,,,,,,,,,
73,M_K_DO,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.204830738,,,,,,,,,,,,,,,,,,,,,,
1,M_K_UP,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.196668319,,,,,,,,,,,,,,,,,,,,,,
2,M_K_UP,3,0.733333333,0,0,0.7,0,2.533333333,0,2.533333333,20,32,77,8,1.666666667,0,0,0,0,0,0.6,0.6,2.666666667,0.136893989,,,,,,,,,,,,,,,,,,,,,,
3,M_K_UP,3,0,1.266666667,3.4,0.7,1.7,0,0,1.266666667,13.33333333,0,25.66666667,0,0,0,1.2,0.6,1.8,1.8,1.8,1.2,8,0.227150037,,,,,,,,,,,,,,,,,,,,,,
4,M_K_UP,3,0,0,2.266666667,0.7,0.566666667,7.6,0,3.8,0,32,0,0,1.666666667,4.666666667,1.2,1.8,1.8,1.8,1.2,1.8,5.333333333,0.186402894,,,,,,,,,,,,,,,,,,,,,,
5,M_K_UP,0,1.466666667,1.266666667,3.4,2.1,0,5.066666667,5.5,3.8,20,32,0,0,3.333333333,7,1.8,1.8,0,1.2,0,1.8,0,0.346111857,,,,,,,,,,,,,,,,,,,,,,
6,M_K_UP,1,2.2,1.266666667,3.4,1.4,0.566666667,0,0,0,0,32,51.33333333,8,1.666666667,4.666666667,0,0,0.6,1.2,1.8,1.8,8,0.221374115,,,,,,,,,,,,,,,,,,,,,,
7,M_K_UP,0,1.466666667,1.9,1.133333333,0,1.133333333,7.6,3.666666667,0,0,0,77,8,3.333333333,0,1.8,0,0,0.6,0.6,1.8,8,0.274311432,,,,,,,,,,,,,,,,,,,,,,
8,M_K_UP,2,1.466666667,0,0,1.4,1.7,0,5.5,0,0,10.66666667,0,0,5,7,1.2,0,1.8,1.2,0,1.2,0,0.366855336,,,,,,,,,,,,,,,,,,,,,,
9,M_K_UP,1,2.2,0.633333333,0,1.4,0,0,5.5,2.533333333,13.33333333,0,25.66666667,2.666666667,0,7,0,1.8,0,1.8,0,0,5.333333333,0.351864986,,,,,,,,,,,,,,,,,,,,,,
10,M_K_UP,2,2.2,0,0,0.7,1.7,5.066666667,1.833333333,1.266666667,6.666666667,0,51.33333333,0,1.666666667,2.333333333,1.2,0,1.8,0,0,1.8,0,0.258545262,,,,,,,,,,,,,,,,,,,,,,
11,M_K_UP,3,1.466666667,0.633333333,0,2.1,0.566666667,7.6,1.833333333,1.266666667,20,0,0,0,5,7,0,1.8,0,1.8,1.8,1.2,8,0.198401896,,,,,,,,,,,,,,,,,,,,,,
12,M_K_UP,1,0,0,2.266666667,2.1,1.7,5.066666667,3.666666667,1.266666667,13.33333333,0,51.33333333,8,3.333333333,7,0.6,1.8,1.8,1.8,1.8,1.8,2.666666667,0.154689324,,,,,,,,,,,,,,,,,,,,,,
13,M_K_UP,0,2.2,1.9,3.4,0,0,5.066666667,5.5,3.8,6.666666667,21.33333333,25.66666667,8,0,0,0,1.2,0,0.6,1.8,0.6,8,0.185190513,,,,,,,,,,,,,,,,,,,,,,
14,M_K_UP,3,1.466666667,1.9,3.4,2.1,1.7,5.066666667,5.5,1.266666667,13.33333333,0,25.66666667,0,3.333333333,0,0,1.2,0.6,0,0,0,0,0.151450148,,,,,,,,,,,,,,,,,,,,,,
15,M_K_UP,0,0,1.9,3.4,2.1,1.7,7.6,1.833333333,0,20,32,0,5.333333333,0,4.666666667,0,1.2,1.2,1.8,0,0,8,0.213002473,,,,,,,,,,,,,,,,,,,,,,
16,M_K_UP,3,0,1.9,0,0.7,0.566666667,0,5.5,2.533333333,0,21.33333333,0,8,0,7,1.8,0,0.6,1.8,1.2,1.8,2.666666667,0.195148779,,,,,,,,,,,,,,,,,,,,,,
17,M_K_UP,3,0.733333333,1.9,2.266666667,0,1.7,2.533333333,5.5,0,0,32,0,0,5,2.333333333,1.8,1.8,1.2,0.6,1.8,1.8,8,0.230817099,,,,,,,,,,,,,,,,,,,,,,
18,M_K_UP,2,0,0,1.133333333,2.1,0.566666667,5.066666667,0,3.8,0,32,51.33333333,8,0,0,1.2,0,0,0.6,0,0,2.666666667,0.166060756,,,,,,,,,,,,,,,,,,,,,,
19,M_K_UP,0,1.466666667,1.9,2.266666667,0,0.566666667,2.533333333,0,3.8,20,21.33333333,77,0,0,4.666666667,0.6,1.2,0,0,0,0,8,0.457741467,,,,,,,,,,,,,,,,,,,,,,
20,M_K_UP,0,0.733333333,1.9,1.133333333,0,1.7,0,5.5,0,20,10.66666667,0,2.666666667,0,0,1.2,1.8,0,0,0,0,0,0.43276403,,,,,,,,,,,,,,,,,,,,,,
21,M_K_UP,2,2.2,0,0,0,1.133333333,0,0,2.533333333,0,0,0,0,5,4.666666667,0.6,1.2,1.8,0.6,1.8,1.2,8,0.360752634,,,,,,,,,,,,,,,,,,,,,,
22,M_K_UP,3,2.2,0.633333333,3.4,2.1,1.133333333,7.6,3.666666667,2.533333333,20,21.33333333,51.33333333,8,5,7,1.8,0,0,0,1.8,0,0,0.062276596,,,,,,,,,,,,,,,,,,,,,,
23,M_K_UP,3,0,1.9,3.4,2.1,1.7,0,3.666666667,0,0,0,51.33333333,8,0,2.333333333,0,1.8,0,1.8,1.2,1.8,0,0.134812469,,,,,,,,,,,,,,,,,,,,,,
24,M_K_UP,3,2.2,1.266666667,2.266666667,0.7,0,7.6,3.666666667,3.8,0,0,77,8,3.333333333,0,0,0,1.8,0,1.2,0.6,8,0.097766436,,,,,,,,,,,,,,,,,,,,,,
25,M_K_UP,3,2.2,0,1.133333333,0.7,0,7.6,5.5,1.266666667,20,32,77,0,3.333333333,7,0,1.8,1.2,1.2,0,1.8,8,0.195797464,,,,,,,,,,,,,,,,,,,,,,
26,M_K_UP,3,0,1.9,0,2.1,1.7,7.6,1.833333333,3.8,0,32,51.33333333,5.333333333,5,7,1.8,0,0.6,0,0,0,8,0.15224314,,,,,,,,,,,,,,,,,,,,,,
27,M_K_UP,0,2.2,0,3.4,0,1.133333333,5.066666667,5.5,0,13.33333333,32,77,8,0,7,0,0,1.8,1.8,0.6,1.2,5.333333333,0.179348553,,,,,,,,,,,,,,,,,,,,,,
28,M_K_UP,3,2.2,1.9,0,2.1,1.7,0,3.666666667,2.533333333,20,32,77,2.666666667,3.333333333,4.666666667,0,1.8,0,0.6,1.8,0.6,0,0.228764873,,,,,,,,,,,,,,,,,,,,,,
29,M_K_UP,3,2.2,0.633333333,0,1.4,1.7,7.6,1.833333333,3.8,20,0,0,8,0,0,1.8,0.6,1.8,0,1.8,1.8,2.666666667,0.113057731,,,,,,,,,,,,,,,,,,,,,,
30,M_K_UP,2,0.733333333,0.633333333,3.4,0.7,1.133333333,0,0,2.533333333,13.33333333,21.33333333,25.66666667,2.666666667,3.333333333,2.333333333,0.6,0,1.8,0.6,1.2,1.8,2.666666667,0.227808444,,,,,,,,,,,,,,,,,,,,,,
31,M_K_UP,1,0.733333333,0,1.133333333,1.4,0.566666667,5.066666667,5.5,1.266666667,20,0,77,5.333333333,5,7,0,1.8,1.2,1.2,0.6,0,0,0.2170484,,,,,,,,,,,,,,,,,,,,,,
32,M_K_UP,1,0,1.266666667,3.4,1.4,0.566666667,7.6,0,2.533333333,0,32,0,0,5,7,0,1.2,1.8,1.8,0.6,0.6,0,0.268639455,,,,,,,,,,,,,,,,,,,,,,
33,M_K_UP,0,2.2,0,1.133333333,2.1,1.133333333,7.6,0,3.8,6.666666667,0,77,2.666666667,1.666666667,0,1.8,0,0.6,0,1.8,0,0,0.337949005,,,,,,,,,,,,,,,,,,,,,,
34,M_K_UP,3,2.2,1.9,3.4,2.1,1.7,5.066666667,0,3.8,20,21.33333333,0,2.666666667,5,0,0.6,0,0,1.2,1.2,0,0,0.115527709,,,,,,,,,,,,,,,,,,,,,,
35,M_K_UP,2,2.2,1.266666667,3.4,2.1,1.7,0,0,3.8,13.33333333,0,77,5.333333333,0,7,1.8,1.2,0,0,0,1.8,0,0.19556992,,,,,,,,,,,,,,,,,,,,,,
36,M_K_UP,0,0,1.9,0,2.1,0,0,5.5,2.533333333,13.33333333,21.33333333,77,5.333333333,3.333333333,4.666666667,0.6,0.6,0,0,0,1.8,0,0.356122769,,,,,,,,,,,,,,,,,,,,,,
37,M_K_UP,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.196668319,,,,,,,,,,,,,,,,,,,,,,
38,M_K_UP,2,0.733333333,0,0,0.7,1.7,7.6,0,3.8,0,21.33333333,25.66666667,0,5,0,0,1.8,0.6,1.8,1.8,0,0,0.278776294,,,,,,,,,,,,,,,,,,,,,,
39,M_K_UP,0,2.2,0.633333333,0,0,0,0,5.5,0,20,0,77,2.666666667,3.333333333,7,1.8,1.8,0.6,0.6,0.6,0,0,0.444763035,,,,,,,,,,,,,,,,,,,,,,
40,M_K_UP,0,2.2,1.266666667,3.4,0,0,2.533333333,3.666666667,3.8,20,10.66666667,0,0,5,4.666666667,0,0,0,0,1.8,0,0,0.406334548,,,,,,,,,,,,,,,,,,,,,,
41,M_K_UP,0,2.2,1.9,2.266666667,2.1,0.566666667,0,1.833333333,2.533333333,0,0,0,8,1.666666667,2.333333333,1.8,1.8,1.2,1.8,0.6,0,8,0.320597673,,,,,,,,,,,,,,,,,,,,,,
42,M_K_UP,0,1.466666667,0,2.266666667,1.4,1.7,7.6,5.5,1.266666667,20,32,25.66666667,0,1.666666667,2.333333333,0.6,1.2,1.8,1.8,1.2,1.2,2.666666667,0.3925826,,,,,,,,,,,,,,,,,,,,,,
43,M_K_UP,2,1.466666667,0.633333333,3.4,2.1,0,7.6,5.5,0,6.666666667,10.66666667,77,8,5,2.333333333,1.8,1.2,1.8,1.8,0,0,0,0.084086492,,,,,,,,,,,,,,,,,,,,,,
44,M_K_UP,3,2.2,0.633333333,0,0,0,7.6,0,3.8,0,0,77,0,0,4.666666667,1.2,0,0,1.2,0,1.2,2.666666667,0.233859782,,,,,,,,,,,,,,,,,,,,,,
45,M_K_UP,0,0.733333333,0.633333333,0,1.4,0,0,0,3.8,20,32,0,0,5,2.333333333,1.8,0,0.6,1.8,1.8,0.6,8,0.577606295,,,,,,,,,,,,,,,,,,,,,,
46,M_K_UP,0,0,1.266666667,1.133333333,0.7,1.7,0,5.5,3.8,20,0,51.33333333,5.333333333,0,2.333333333,1.8,1.2,0,1.8,0.6,1.2,0,0.36512948,,,,,,,,,,,,,,,,,,,,,,
47,M_K_UP,2,2.2,1.9,2.266666667,2.1,1.7,2.533333333,5.5,0,6.666666667,32,51.33333333,8,0,0,1.8,0,1.2,1.8,0,0.6,0,0.140646833,,,,,,,,,,,,,,,,,,,,,,
48,M_K_UP,1,2.2,0.633333333,3.4,2.1,1.7,5.066666667,3.666666667,3.8,0,0,0,5.333333333,0,0,0,0.6,0.6,1.2,0,0.6,5.333333333,0.168531168,,,,,,,,,,,,,,,,,,,,,,
49,M_K_UP,0,0,0.633333333,2.266666667,0,0,0,5.5,0,0,10.66666667,25.66666667,8,5,0,1.8,0,1.2,0,1.2,1.2,8,0.298615571,,,,,,,,,,,,,,,,,,,,,,
50,M_K_UP,3,0,1.9,0,2.1,1.133333333,7.6,0,3.8,20,10.66666667,0,2.666666667,3.333333333,2.333333333,0,0.6,0.6,1.8,1.8,0,8,0.149782346,,,,,,,,,,,,,,,,,,,,,,
51,M_K_UP,0,0,1.9,3.4,0,0.566666667,0,1.833333333,2.533333333,13.33333333,10.66666667,77,5.333333333,1.666666667,0,0.6,0.6,1.2,0,1.8,1.8,5.333333333,0.310098254,,,,,,,,,,,,,,,,,,,,,,
52,M_K_UP,3,0.733333333,1.9,1.133333333,0,0,5.066666667,1.833333333,0,20,10.66666667,51.33333333,8,1.666666667,0,0,0,1.8,0,1.8,1.8,0,0.10575533,,,,,,,,,,,,,,,,,,,,,,
53,M_K_UP,2,0,1.266666667,0,1.4,0.566666667,2.533333333,3.666666667,0,20,21.33333333,0,5.333333333,5,2.333333333,1.8,1.8,0.6,0,0.6,1.2,8,0.203820789,,,,,,,,,,,,,,,,,,,,,,
54,M_K_UP,0,0,1.9,0,2.1,1.133333333,2.533333333,1.833333333,0,6.666666667,21.33333333,77,5.333333333,0,0,0.6,1.8,0,1.2,1.2,0,0,0.337690836,,,,,,,,,,,,,,,,,,,,,,
55,M_K_UP,1,2.2,1.266666667,1.133333333,2.1,1.133333333,0,0,0,6.666666667,32,25.66666667,0,5,0,0,0.6,1.2,1.8,0.6,0.6,8,0.423023633,,,,,,,,,,,,,,,,,,,,,,
56,M_K_UP,1,0,0,0,0,1.7,0,5.5,3.8,6.666666667,21.33333333,77,0,0,0,1.8,0,1.8,1.2,0.6,1.8,8,0.447990236,,,,,,,,,,,,,,,,,,,,,,
57,M_K_UP,3,1.466666667,1.9,0,0,1.133333333,2.533333333,5.5,3.8,0,32,0,2.666666667,5,7,1.8,1.8,1.8,0,0,0,2.666666667,0.230424916,,,,,,,,,,,,,,,,,,,,,,
58,M_K_UP,2,0,0.633333333,1.133333333,0,0,2.533333333,1.833333333,1.266666667,6.666666667,32,77,8,5,7,0,0,0,1.8,1.8,0.6,5.333333333,0.159339975,,,,,,,,,,,,,,,,,,,,,,
59,M_K_UP,0,0.733333333,0,1.133333333,0,1.7,2.533333333,1.833333333,3.8,13.33333333,32,77,0,1.666666667,7,1.8,0.6,1.2,0,1.8,0,8,0.512439856,,,,,,,,,,,,,,,,,,,,,,
60,M_K_UP,0,2.2,0,3.4,0,1.133333333,7.6,3.666666667,1.266666667,20,0,25.66666667,8,5,7,1.8,0.6,1.8,0.6,0,1.8,5.333333333,0.184028797,,,,,,,,,,,,,,,,,,,,,,
61,M_K_UP,1,0,1.266666667,0,2.1,0,2.533333333,0,0,6.666666667,32,77,8,3.333333333,7,1.2,1.8,1.2,0,0,0,5.333333333,0.214757501,,,,,,,,,,,,,,,,,,,,,,
62,M_K_UP,0,0.733333333,0,2.266666667,0,0.566666667,7.6,0,1.266666667,6.666666667,32,25.66666667,5.333333333,0,0,1.2,0,1.8,1.8,0,1.2,0,0.24004189,,,,,,,,,,,,,,,,,,,,,,
63,M_K_UP,3,2.2,0,3.4,1.4,0,2.533333333,5.5,0,0,0,0,8,5,0,1.2,1.8,1.8,1.8,1.8,1.8,5.333333333,0.116151547,,,,,,,,,,,,,,,,,,,,,,
64,M_K_UP,3,1.466666667,1.266666667,1.133333333,0,1.7,7.6,0,2.533333333,13.33333333,10.66666667,77,8,5,7,0.6,0.6,1.8,0.6,1.2,1.8,8,0.104794703,,,,,,,,,,,,,,,,,,,,,,
65,M_K_UP,1,1.466666667,1.9,3.4,2.1,0,0,0,3.8,20,10.66666667,77,5.333333333,1.666666667,7,0.6,1.8,1.8,0.6,1.8,0.6,5.333333333,0.247144139,,,,,,,,,,,,,,,,,,,,,,
66,M_K_UP,1,1.466666667,0,2.266666667,0.7,0,0,0,0,13.33333333,0,0,8,5,4.666666667,1.2,1.8,0,0,1.2,1.2,2.666666667,0.244906605,,,,,,,,,,,,,,,,,,,,,,
67,M_K_UP,3,0.733333333,1.9,3.4,0.7,0,7.6,3.666666667,0,20,32,51.33333333,2.666666667,0,4.666666667,1.2,1.2,0.6,1.2,1.2,1.8,2.666666667,0.107949276,,,,,,,,,,,,,,,,,,,,,,
68,M_K_UP,3,0,0,3.4,1.4,0,7.6,3.666666667,0,0,10.66666667,0,0,1.666666667,7,0.6,0.6,0,0.6,1.8,0.6,8,0.164178591,,,,,,,,,,,,,,,,,,,,,,
69,M_K_UP,0,0,1.9,3.4,0,1.7,5.066666667,5.5,0,6.666666667,0,51.33333333,0,0,2.333333333,1.8,1.8,1.8,0,1.8,0,5.333333333,0.351927709,,,,,,,,,,,,,,,,,,,,,,
70,M_K_UP,1,0,0,0,0,0,7.6,5.5,0,0,32,25.66666667,2.666666667,0,0,1.8,1.2,1.2,1.2,0.6,1.8,5.333333333,0.292718998,,,,,,,,,,,,,,,,,,,,,,
71,M_K_UP,2,0.733333333,0,0,0,0,7.6,0,1.266666667,0,10.66666667,0,0,0,4.666666667,0,0.6,1.8,0,0,1.8,2.666666667,0.268813536,,,,,,,,,,,,,,,,,,,,,,
72,M_K_UP,0,0,0,2.266666667,1.4,1.133333333,0,1.833333333,3.8,0,21.33333333,77,2.666666667,5,7,0,1.8,0,1.8,0,0,8,0.396601234,,,,,,,,,,,,,,,,,,,,,,
73,M_K_UP,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.196668319,,,,,,,,,,,,,,,,,,,,,,
1,M_DRO,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.194899281,,,,,,,,,,,,,,,,,,,,,,
2,M_DRO,3,0.733333333,0,0,0.7,0,2.533333333,0,2.533333333,20,32,77,8,1.666666667,0,0,0,0,0,0.6,0.6,2.666666667,0.144559698,,,,,,,,,,,,,,,,,,,,,,
3,M_DRO,3,0,1.266666667,3.4,0.7,1.7,0,0,1.266666667,13.33333333,0,25.66666667,0,0,0,1.2,0.6,1.8,1.8,1.8,1.2,8,0.222787253,,,,,,,,,,,,,,,,,,,,,,
4,M_DRO,3,0,0,2.266666667,0.7,0.566666667,7.6,0,3.8,0,32,0,0,1.666666667,4.666666667,1.2,1.8,1.8,1.8,1.2,1.8,5.333333333,0.204490532,,,,,,,,,,,,,,,,,,,,,,
5,M_DRO,0,1.466666667,1.266666667,3.4,2.1,0,5.066666667,5.5,3.8,20,32,0,0,3.333333333,7,1.8,1.8,0,1.2,0,1.8,0,0.345145429,,,,,,,,,,,,,,,,,,,,,,
6,M_DRO,1,2.2,1.266666667,3.4,1.4,0.566666667,0,0,0,0,32,51.33333333,8,1.666666667,4.666666667,0,0,0.6,1.2,1.8,1.8,8,0.242289181,,,,,,,,,,,,,,,,,,,,,,
7,M_DRO,0,1.466666667,1.9,1.133333333,0,1.133333333,7.6,3.666666667,0,0,0,77,8,3.333333333,0,1.8,0,0,0.6,0.6,1.8,8,0.25631746,,,,,,,,,,,,,,,,,,,,,,
8,M_DRO,2,1.466666667,0,0,1.4,1.7,0,5.5,0,0,10.66666667,0,0,5,7,1.2,0,1.8,1.2,0,1.2,0,0.367220897,,,,,,,,,,,,,,,,,,,,,,
9,M_DRO,1,2.2,0.633333333,0,1.4,0,0,5.5,2.533333333,13.33333333,0,25.66666667,2.666666667,0,7,0,1.8,0,1.8,0,0,5.333333333,0.351602804,,,,,,,,,,,,,,,,,,,,,,
10,M_DRO,2,2.2,0,0,0.7,1.7,5.066666667,1.833333333,1.266666667,6.666666667,0,51.33333333,0,1.666666667,2.333333333,1.2,0,1.8,0,0,1.8,0,0.259182725,,,,,,,,,,,,,,,,,,,,,,
11,M_DRO,3,1.466666667,0.633333333,0,2.1,0.566666667,7.6,1.833333333,1.266666667,20,0,0,0,5,7,0,1.8,0,1.8,1.8,1.2,8,0.201533799,,,,,,,,,,,,,,,,,,,,,,
12,M_DRO,1,0,0,2.266666667,2.1,1.7,5.066666667,3.666666667,1.266666667,13.33333333,0,51.33333333,8,3.333333333,7,0.6,1.8,1.8,1.8,1.8,1.8,2.666666667,0.150192421,,,,,,,,,,,,,,,,,,,,,,
13,M_DRO,0,2.2,1.9,3.4,0,0,5.066666667,5.5,3.8,6.666666667,21.33333333,25.66666667,8,0,0,0,1.2,0,0.6,1.8,0.6,8,0.192407762,,,,,,,,,,,,,,,,,,,,,,
14,M_DRO,3,1.466666667,1.9,3.4,2.1,1.7,5.066666667,5.5,1.266666667,13.33333333,0,25.66666667,0,3.333333333,0,0,1.2,0.6,0,0,0,0,0.160974887,,,,,,,,,,,,,,,,,,,,,,
15,M_DRO,0,0,1.9,3.4,2.1,1.7,7.6,1.833333333,0,20,32,0,5.333333333,0,4.666666667,0,1.2,1.2,1.8,0,0,8,0.21442497,,,,,,,,,,,,,,,,,,,,,,
16,M_DRO,3,0,1.9,0,0.7,0.566666667,0,5.5,2.533333333,0,21.33333333,0,8,0,7,1.8,0,0.6,1.8,1.2,1.8,2.666666667,0.21829863,,,,,,,,,,,,,,,,,,,,,,
17,M_DRO,3,0.733333333,1.9,2.266666667,0,1.7,2.533333333,5.5,0,0,32,0,0,5,2.333333333,1.8,1.8,1.2,0.6,1.8,1.8,8,0.226843133,,,,,,,,,,,,,,,,,,,,,,
18,M_DRO,2,0,0,1.133333333,2.1,0.566666667,5.066666667,0,3.8,0,32,51.33333333,8,0,0,1.2,0,0,0.6,0,0,2.666666667,0.168357115,,,,,,,,,,,,,,,,,,,,,,
19,M_DRO,0,1.466666667,1.9,2.266666667,0,0.566666667,2.533333333,0,3.8,20,21.33333333,77,0,0,4.666666667,0.6,1.2,0,0,0,0,8,0.469977526,,,,,,,,,,,,,,,,,,,,,,
20,M_DRO,0,0.733333333,1.9,1.133333333,0,1.7,0,5.5,0,20,10.66666667,0,2.666666667,0,0,1.2,1.8,0,0,0,0,0,0.416471593,,,,,,,,,,,,,,,,,,,,,,
21,M_DRO,2,2.2,0,0,0,1.133333333,0,0,2.533333333,0,0,0,0,5,4.666666667,0.6,1.2,1.8,0.6,1.8,1.2,8,0.395858101,,,,,,,,,,,,,,,,,,,,,,
22,M_DRO,3,2.2,0.633333333,3.4,2.1,1.133333333,7.6,3.666666667,2.533333333,20,21.33333333,51.33333333,8,5,7,1.8,0,0,0,1.8,0,0,0.067469662,,,,,,,,,,,,,,,,,,,,,,
23,M_DRO,3,0,1.9,3.4,2.1,1.7,0,3.666666667,0,0,0,51.33333333,8,0,2.333333333,0,1.8,0,1.8,1.2,1.8,0,0.187232727,,,,,,,,,,,,,,,,,,,,,,
24,M_DRO,3,2.2,1.266666667,2.266666667,0.7,0,7.6,3.666666667,3.8,0,0,77,8,3.333333333,0,0,0,1.8,0,1.2,0.6,8,0.132469138,,,,,,,,,,,,,,,,,,,,,,
25,M_DRO,3,2.2,0,1.133333333,0.7,0,7.6,5.5,1.266666667,20,32,77,0,3.333333333,7,0,1.8,1.2,1.2,0,1.8,8,0.193891804,,,,,,,,,,,,,,,,,,,,,,
26,M_DRO,3,0,1.9,0,2.1,1.7,7.6,1.833333333,3.8,0,32,51.33333333,5.333333333,5,7,1.8,0,0.6,0,0,0,8,0.161947934,,,,,,,,,,,,,,,,,,,,,,
27,M_DRO,0,2.2,0,3.4,0,1.133333333,5.066666667,5.5,0,13.33333333,32,77,8,0,7,0,0,1.8,1.8,0.6,1.2,5.333333333,0.184897906,,,,,,,,,,,,,,,,,,,,,,
28,M_DRO,3,2.2,1.9,0,2.1,1.7,0,3.666666667,2.533333333,20,32,77,2.666666667,3.333333333,4.666666667,0,1.8,0,0.6,1.8,0.6,0,0.224993957,,,,,,,,,,,,,,,,,,,,,,
29,M_DRO,3,2.2,0.633333333,0,1.4,1.7,7.6,1.833333333,3.8,20,0,0,8,0,0,1.8,0.6,1.8,0,1.8,1.8,2.666666667,0.109822721,,,,,,,,,,,,,,,,,,,,,,
30,M_DRO,2,0.733333333,0.633333333,3.4,0.7,1.133333333,0,0,2.533333333,13.33333333,21.33333333,25.66666667,2.666666667,3.333333333,2.333333333,0.6,0,1.8,0.6,1.2,1.8,2.666666667,0.226893577,,,,,,,,,,,,,,,,,,,,,,
31,M_DRO,1,0.733333333,0,1.133333333,1.4,0.566666667,5.066666667,5.5,1.266666667,20,0,77,5.333333333,5,7,0,1.8,1.2,1.2,0.6,0,0,0.218083164,,,,,,,,,,,,,,,,,,,,,,
32,M_DRO,1,0,1.266666667,3.4,1.4,0.566666667,7.6,0,2.533333333,0,32,0,0,5,7,0,1.2,1.8,1.8,0.6,0.6,0,0.309587064,,,,,,,,,,,,,,,,,,,,,,
33,M_DRO,0,2.2,0,1.133333333,2.1,1.133333333,7.6,0,3.8,6.666666667,0,77,2.666666667,1.666666667,0,1.8,0,0.6,0,1.8,0,0,0.316899392,,,,,,,,,,,,,,,,,,,,,,
34,M_DRO,3,2.2,1.9,3.4,2.1,1.7,5.066666667,0,3.8,20,21.33333333,0,2.666666667,5,0,0.6,0,0,1.2,1.2,0,0,0.119488007,,,,,,,,,,,,,,,,,,,,,,
35,M_DRO,2,2.2,1.266666667,3.4,2.1,1.7,0,0,3.8,13.33333333,0,77,5.333333333,0,7,1.8,1.2,0,0,0,1.8,0,0.177190451,,,,,,,,,,,,,,,,,,,,,,
36,M_DRO,0,0,1.9,0,2.1,0,0,5.5,2.533333333,13.33333333,21.33333333,77,5.333333333,3.333333333,4.666666667,0.6,0.6,0,0,0,1.8,0,0.340866381,,,,,,,,,,,,,,,,,,,,,,
37,M_DRO,1.5,1.1,0.95,1.7,1.05,0.85,3.8,2.75,1.9,10,16,38.5,4,2.5,3.5,0.9,0.9,0.9,0.9,0.9,0.9,4,0.194899281,,,,,,,,,,,,,,,,,,,,,,
38,M_DRO,2,0.733333333,0,0,0.7,1.7,7.6,0,3.8,0,21.33333333,25.66666667,0,5,0,0,1.8,0.6,1.8,1.8,0,0,0.300089486,,,,,,,,,,,,,,,,,,,,,,
39,M_DRO,0,2.2,0.633333333,0,0,0,0,5.5,0,20,0,77,2.666666667,3.333333333,7,1.8,1.8,0.6,0.6,0.6,0,0,0.410340099,,,,,,,,,,,,,,,,,,,,,,
40,M_DRO,0,2.2,1.266666667,3.4,0,0,2.533333333,3.666666667,3.8,20,10.66666667,0,0,5,4.666666667,0,0,0,0,1.8,0,0,0.437913412,,,,,,,,,,,,,,,,,,,,,,
41,M_DRO,0,2.2,1.9,2.266666667,2.1,0.566666667,0,1.833333333,2.533333333,0,0,0,8,1.666666667,2.333333333,1.8,1.8,1.2,1.8,0.6,0,8,0.301167539,,,,,,,,,,,,,,,,,,,,,,
