Nr,Model_Name,NDS,,,,,,,,,,,,,,,,,,,,,,
19,M_K_UP,0.457741467,,,,,,,,,,,,,,,,,,,,,,
20,M_K_UP,0.43276403,,,,,,,,,,,,,,,,,,,,,,
21,M_K_UP,0.360752634,,,,,,,,,,,,,,,,,,,,,,
22,M_K_UP,0.062276596,,,,,,,,,,,,,,,,,,,,,,
23,M_K_UP,0.134812469,,,,,,,,,,,,,,,,,,,,,,
24,M_K_UP,0.097766436,,,,,,,,,,,,,,,,,,,,,,
25,M_K_UP,0.195797464,,,,,,,,,,,,,,,,,,,,,,
26,M_K_UP,0.15224314,,,,,,,,,,,,,,,,,,,,,,
27,M_K_UP,0.179348553,,,,,,,,,,,,,,,,,,,,,,
28,M_K_UP,0.228764873,,,,,,,,,,,,,,,,,,,,,,
29,M_K_UP,0.113057731,,,,,,,,,,,,,,,,,,,,,,
30,M_K_UP,0.227808444,,,,,,,,,,,,,,,,,,,,,,
31,M_K_UP,0.2170484,,,,,,,,,,,,,,,,,,,,,,
32,M_K_UP,0.268639455,,,,,,,,,,,,,,,,,,,,,,
33,M_K_UP,0.337949005,,,,,,,,,,,,,,,,,,,,,,
34,M_K_UP,0.115527709,,,,,,,,,,,,,,,,,,,,,,
35,M_K_UP,0.19556992,,,,,,,,,,,,,,,,,,,,,,
36,M_K_UP,0.356122769,,,,,,,,,,,,,,,,,,,,,,
37,M_K_UP,0.196668319,,,,,,,,,,,,,,,,,,,,,,
38,M_K_UP,0.278776294,,,,,,,,,,,,,,,,,,,,,,
39,M_K_UP,0.444763035,,,,,,,,,,,,,,,,,,,,,,
40,M_K_UP,0.406334548,,,,,,,,,,,,,,,,,,,,,,
41,M_K_UP,0.320597673,,,,,,,,,,,,,,,,,,,,,,
42,M_K_UP,0.3925826,,,,,,,,,,,,,,,,,,,,,,
43,M_K_UP,0.084086492,,,,,,,,,,,,,,,,,,,,,,
44,M_K_UP,0.233859782,,,,,,,,,,,,,,,,,,,,,,
45,M_K_UP,0.577606295,,,,,,,,,,,,,,,,,,,,,,
46,M_K_UP,0.36512948,,,,,,,,,,,,,,,,,,,,,,
47,M_K_UP,0.140646833,,,,,,,,,,,,,,,,,,,,,,
48,M_K_UP,0.168531168,,,,,,,,,,,,,,,,,,,,,,
49,M_K_UP,0.298615571,,,,,,,,,,,,,,,,,,,,,,
50,M_K_UP,0.149782346,,,,,,,,,,,,,,,,,,,,,,
51,M_K_UP,0.310098254,,,,,,,,,,,,,,,,,,,,,,
52,M_K_UP,0.10575533,,,,,,,,,,,,,,,,,,,,,,
53,M_K_UP,0.203820789,,,,,,,,,,,,,,,,,,,,,,
54,M_K_UP,0.337690836,,,,,,,,,,,,,,,,,,,,,,
55,M_K_UP,0.423023633,,,,,,,,,,,,,,,,,,,,,,
56,M_K_UP,0.447990236,,,,,,,,,,,,,,,,,,,,,,
57,M_K_UP,0.230424916,,,,,,,,,,,,,,,,,,,,,,
58,M_K_UP,0.159339975,,,,,,,,,,,,,,,,,,,,,,
59,M_K_UP,0.512439856,,,,,,,,,,,,,,,,,,,,,,
60,M_K_UP,0.184028797,,,,,,,,,,,,,,,,,,,,,,
61,M_K_UP,0.214757501,,,,,,,,,,,,,,,,,,,,,,
62,M_K_UP,0.24004189,,,,,,,,,,,,,,,,,,,,,,
63,M_K_UP,0.116151547,,,,,,,,,,,,,,,,,,,,,,
64,M_K_UP,0.104794703,,,,,,,,,,,,,,,,,,,,,,
65,M_K_UP,0.247144139,,,,,,,,,,,,,,,,,,,,,,
66,M_K_UP,0.244906605,,,,,,,,,,,,,,,,,,,,,,
67,M_K_UP,0.107949276,,,,,,,,,,,,,,,,,,,,,,
68,M_K_UP,0.164178591,,,,,,,,,,,,,,,,,,,,,,
69,M_K_UP,0.351927709,,,,,,,,,,,,,,,,,,,,,,
70,M_K_UP,0.292718998,,,,,,,,,,,,,,,,,,,,,,
71,M_K_UP,0.268813536,,,,,,,,,,,,,,,,,,,,,,
72,M_K_UP,0.396601234,,,,,,,,,,,,,,,,,,,,,,
73,M_K_UP,0.196668319,,,,,,,,,,,,,,,,,,,,,,
1,M_DRO,0.194899281,,,,,,,,,,,,,,,,,,,,,,
2,M_DRO,0.144559698,,,,,,,,,,,,,,,,,,,,,,
3,M_DRO,0.222787253,,,,,,,,,,,,,,,,,,,,,,
4,M_DRO,0.204490532,,,,,,,,,,,,,,,,,,,,,,
5,M_DRO,0.345145429,,,,,,,,,,,,,,,,,,,,,,
6,M_DRO,0.242289181,,,,,,,,,,,,,,,,,,,,,,
7,M_DRO,0.25631746,,,,,,,,,,,,,,,,,,,,,,
8,M_DRO,0.367220897,,,,,,,,,,,,,,,,,,,,,,
9,M_DRO,0.351602804,,,,,,,,,,,,,,,,,,,,,,
10,M_DRO,0.259182725,,,,,,,,,,,,,,,,,,,,,,
11,M_DRO,0.201533799,,,,,,,,,,,,,,,,,,,,,,
12,M_DRO,0.150192421,,,,,,,,,,,,,,,,,,,,,,
13,M_DRO,0.192407762,,,,,,,,,,,,,,,,,,,,,,
14,M_DRO,0.160974887,,,,,,,,,,,,,,,,,,,,,,
15,M_DRO,0.21442497,,,,,,,,,,,,,,,,,,,,,,
16,M_DRO,0.21829863,,,,,,,,,,,,,,,,,,,,,,
17,M_DRO,0.226843133,,,,,,,,,,,,,,,,,,,,,,
18,M_DRO,0.168357115,,,,,,,,,,,,,,,,,,,,,,
19,M_DRO,0.469977526,,,,,,,,,,,,,,,,,,,,,,
20,M_DRO,0.416471593,,,,,,,,,,,,,,,,,,,,,,
21,M_DRO,0.395858101,,,,,,,,,,,,,,,,,,,,,,
22,M_DRO,0.067469662,,,,,,,,,,,,,,,,,,,,,,
23,M_DRO,0.187232727,,,,,,,,,,,,,,,,,,,,,,
24,M_DRO,0.132469138,,,,,,,,,,,,,,,,,,,,,,
25,M_DRO,0.193891804,,,,,,,,,,,,,,,,,,,,,,
26,M_DRO,0.161947934,,,,,,,,,,,,,,,,,,,,,,
27,M_DRO,0.184897906,,,,,,,,,,,,,,,,,,,,,,
28,M_DRO,0.224993957,,,,,,,,,,,,,,,,,,,,,,
29,M_DRO,0.109822721,,,,,,,,,,,,,,,,,,,,,,
30,M_DRO,0.226893577,,,,,,,,,,,,,,,,,,,,,,
31,M_DRO,0.218083164,,,,,,,,,,,,,,,,,,,,,,
32,M_DRO,0.309587064,,,,,,,,,,,,,,,,,,,,,,
33,M_DRO,0.316899392,,,,,,,,,,,,,,,,,,,,,,
34,M_DRO,0.119488007,,,,,,,,,,,,,,,,,,,,,,
35,M_DRO,0.177190451,,,,,,,,,,,,,,,,,,,,,,
36,M_DRO,0.340866381,,,,,,,,,,,,,,,,,,,,,,
37,M_DRO,0.194899281,,,,,,,,,,,,,,,,,,,,,,
38,M_DRO,0.300089486,,,,,,,,,,,,,,,,,,,,,,
39,M_DRO,0.410340099,,,,,,,,,,,,,,,,,,,,,,
40,M_DRO,0.437913412,,,,,,,,,,,,,,,,,,,,,,
41,M_DRO,0.301167539,,,,,,,,,,,,,,,,,,,,,,
42,M_DRO,0.409008032,,,,,,,,,,,,,,,,,,,,,,
43,M_DRO,0.087300005,,,,,,,,,,,,,,,,,,,,,,
44,M_DRO,0.226207988,,,,,,,,,,,,,,,,,,,,,,
45,M_DRO,0.531520365,,,,,,,,,,,,,,,,,,,,,,
46,M_DRO,0.31836432,,,,,,,,,,,,,,,,,,,,,,
47,M_DRO,0.136552208,,,,,,,,,,,,,,,,,,,,,,
48,M_DRO,0.20956371,,,,,,,,,,,,,,,,,,,,,,
49,M_DRO,0.305084503,,,,,,,,,,,,,,,,,,,,,,
50,M_DRO,0.149954028,,,,,,,,,,,,,,,,,,,,,,
51,M_DRO,0.314110318,,,,,,,,,,,,,,,,,,,,,,
52,M_DRO,0.120256345,,,,,,,,,,,,,,,,,,,,,,
53,M_DRO,0.181174204,,,,,,,,,,,,,,,,,,,,,,
54,M_DRO,0.308994863,,,,,,,,,,,,,,,,,,,,,,
55,M_DRO,0.407186873,,,,,,,,,,,,,,,,,,,,,,
56,M_DRO,0.41200555,,,,,,,,,,,,,,,,,,,,,,
57,M_DRO,0.21989974,,,,,,,,,,,,,,,,,,,,,,
58,M_DRO,0.159278024,,,,,,,,,,,,,,,,,,,,,,
59,M_DRO,0.477532111,,,,,,,,,,,,,,,,,,,,,,
60,M_DRO,0.162243965,,,,,,,,,,,,,,,,,,,,,,
61,M_DRO,0.207220868,,,,,,,,,,,,,,,,,,,,,,
62,M_DRO,0.240803279,,,,,,,,,,,,,,,,,,,,,,
63,M_DRO,0.133676907,,,,,,,,,,,,,,,,,,,,,,
64,M_DRO,0.108936002,,,,,,,,,,,,,,,,,,,,,,
65,M_DRO,0.231896059,,,,,,,,,,,,,,,,,,,,,,
66,M_DRO,0.215680871,,,,,,,,,,,,,,,,,,,,,,
67,M_DRO,0.108147949,,,,,,,,,,,,,,,,,,,,,,
68,M_DRO,0.197379529,,,,,,,,,,,,,,,,,,,,,,
69,M_DRO,0.357664562,,,,,,,,,,,,,,,,,,,,,,
70,M_DRO,0.268858611,,,,,,,,,,,,,,,,,,,,,,
71,M_DRO,0.31574969,,,,,,,,,,,,,,,,,,,,,,
72,M_DRO,0.422169505,,,,,,,,,,,,,,,,,,,,,,
73,M_DRO,0.194899281,,,,,,,,,,,,,,,,,,,,,,
